Filename,First Score,Score Value
pred/AF-A0A5K4F8F2-F1-model_v4.pdb.gz_predictions.csv,168.98
pred/AF-A0A3Q0KVD7-F1-model_v4.pdb.gz_predictions.csv,109.66
pred/AF-A0A3Q0KRR9-F1-model_v4.pdb.gz_predictions.csv,98.25
pred/AF-A0A3Q0KR84-F1-model_v4.pdb.gz_predictions.csv,95.22
pred/AF-A0A3Q0KL66-F1-model_v4.pdb.gz_predictions.csv,91.23
pred/AF-A0A5K4ELT5-F1-model_v4.pdb.gz_predictions.csv,90.64
pred/AF-G4M1H9-F1-model_v4.pdb.gz_predictions.csv,86.01
pred/AF-A0A3Q0KT97-F1-model_v4.pdb.gz_predictions.csv,84.25
pred/AF-A0A3Q0KDU1-F1-model_v4.pdb.gz_predictions.csv,82.14
pred/AF-A0A3Q0KLI0-F1-model_v4.pdb.gz_predictions.csv,81.6
pred/AF-A0A3Q0KFA1-F1-model_v4.pdb.gz_predictions.csv,81.08
pred/AF-A0A3Q0KJX6-F1-model_v4.pdb.gz_predictions.csv,80.52
pred/AF-A0A3Q0KQ73-F1-model_v4.pdb.gz_predictions.csv,80.24
pred/AF-A0A5K4EMB4-F1-model_v4.pdb.gz_predictions.csv,79.15
pred/AF-A0A5K4F0H9-F1-model_v4.pdb.gz_predictions.csv,78.89
pred/AF-A0A3Q0KB99-F1-model_v4.pdb.gz_predictions.csv,78.34
pred/AF-A4K7Z0-F1-model_v4.pdb.gz_predictions.csv,77.94
pred/AF-A0A3Q0KQM5-F1-model_v4.pdb.gz_predictions.csv,76.59
pred/AF-A0A5K4F584-F1-model_v4.pdb.gz_predictions.csv,75.37
pred/AF-A0A5K4FAB3-F1-model_v4.pdb.gz_predictions.csv,72.91
pred/AF-G4VCE0-F1-model_v4.pdb.gz_predictions.csv,71.21
pred/AF-A0A5K4EL67-F1-model_v4.pdb.gz_predictions.csv,69.39
pred/AF-A0A5K4EX77-F1-model_v4.pdb.gz_predictions.csv,67.62
pred/AF-G4LZ90-F1-model_v4.pdb.gz_predictions.csv,67.24
pred/AF-A0A3Q0KSH3-F1-model_v4.pdb.gz_predictions.csv,66.65
pred/AF-A0A5K4F1B2-F1-model_v4.pdb.gz_predictions.csv,65.87
pred/AF-A0A5K4EZZ5-F1-model_v4.pdb.gz_predictions.csv,65.46
pred/AF-A0A3Q0KL83-F1-model_v4.pdb.gz_predictions.csv,65.14
pred/AF-A0A3Q0KEP8-F1-model_v4.pdb.gz_predictions.csv,64.71
pred/AF-A0A5K4F5P2-F1-model_v4.pdb.gz_predictions.csv,64.54
pred/AF-A0A3Q0KNC2-F1-model_v4.pdb.gz_predictions.csv,64.19
pred/AF-G4VG40-F1-model_v4.pdb.gz_predictions.csv,64.1
pred/AF-A0A5K4FAZ5-F1-model_v4.pdb.gz_predictions.csv,64.09
pred/AF-A0A5K4F2C7-F1-model_v4.pdb.gz_predictions.csv,63.64
pred/AF-A0A3Q0KIH8-F1-model_v4.pdb.gz_predictions.csv,63.33
pred/AF-A0A3Q0KCT4-F1-model_v4.pdb.gz_predictions.csv,63.12
pred/AF-A0A3Q0KCC0-F1-model_v4.pdb.gz_predictions.csv,62.81
pred/AF-A0A3Q0KVF5-F1-model_v4.pdb.gz_predictions.csv,62.8
pred/AF-A0A3Q0KMP2-F1-model_v4.pdb.gz_predictions.csv,62.6
pred/AF-A0A5K4F0D7-F1-model_v4.pdb.gz_predictions.csv,62.41
pred/AF-A0A3Q0KRK8-F1-model_v4.pdb.gz_predictions.csv,61.79
pred/AF-A0A5K4FFI7-F1-model_v4.pdb.gz_predictions.csv,61.61
pred/AF-A0A3Q0KKM9-F1-model_v4.pdb.gz_predictions.csv,60.75
pred/AF-A0A5K4F6G3-F1-model_v4.pdb.gz_predictions.csv,60.63
pred/AF-G4V7X1-F1-model_v4.pdb.gz_predictions.csv,60.56
