AF-A0A5K4EZP6-F1-model_v4	AF-Q5VT06-F3-model_v4	0.131	294	240	0	224	517	831	1107	7.267E-01	35
AF-A0A5K4EZP6-F1-model_v4	AF-Q5VT06-F3-model_v4	0.131	294	240	0	224	517	831	1107	7.267E-01	35
AF-A0A5K4EZP6-F1-model_v4	AF-Q96M89-F1-model_v4	0.156	296	246	0	225	516	86	381	2.351E+00	30
AF-A0A5K4EZP6-F1-model_v4	AF-Q96M89-F1-model_v4	0.156	296	246	0	225	516	86	381	2.351E+00	30
AF-A0A5K4EZP6-F1-model_v4	AF-Q8NEZ2-F1-model_v4	0.147	286	221	0	224	509	138	397	2.519E+00	27
AF-A0A5K4EZP6-F1-model_v4	AF-Q8NEZ2-F1-model_v4	0.147	286	221	0	224	509	138	397	2.519E+00	27
AF-A0A5K4EZP6-F1-model_v4	AF-A4UGR9-F2-model_v4	0.131	294	215	0	224	517	14	261	3.903E-01	25
AF-A0A5K4EZP6-F1-model_v4	AF-A4UGR9-F2-model_v4	0.131	294	215	0	224	517	14	261	3.903E-01	25
AF-A0A5K4EZP6-F1-model_v4	AF-Q6PJ69-F1-model_v4	0.171	170	133	0	357	517	134	303	8.733E+00	24
AF-A0A5K4EZP6-F1-model_v4	AF-Q6PJ69-F1-model_v4	0.171	170	133	0	357	517	134	303	8.733E+00	24
AF-A0A5K4EZP6-F1-model_v4	AF-Q5VT06-F7-model_v4	0.138	552	403	0	45	513	108	659	2.194E+00	22
AF-A0A5K4EZP6-F1-model_v4	AF-Q5VT06-F7-model_v4	0.138	552	403	0	45	513	108	659	2.194E+00	22
AF-A0A5K4EZP6-F1-model_v4	AF-Q14203-F1-model_v4	0.174	282	216	0	224	505	112	373	3.321E+00	20
AF-A0A5K4EZP6-F1-model_v4	AF-Q14203-F1-model_v4	0.174	282	216	0	224	505	112	373	3.321E+00	20
AF-A0A5K4EZP6-F1-model_v4	AF-Q6PK04-F1-model_v4	0.108	266	214	0	250	515	1	241	5.770E+00	18
AF-A0A5K4EZP6-F1-model_v4	AF-Q6PK04-F1-model_v4	0.108	266	214	0	250	515	1	241	5.770E+00	18
AF-A0A5K4EZP6-F1-model_v4	AF-Q5T124-F1-model_v4	0.135	274	196	0	243	516	1	228	4.377E+00	18
AF-A0A5K4EZP6-F1-model_v4	AF-Q5T124-F1-model_v4	0.135	274	196	0	243	516	1	228	4.377E+00	18
AF-A0A5K4EZP6-F1-model_v4	AF-Q9H2K8-F1-model_v4	0.133	298	253	0	208	505	300	592	8.150E+00	18
AF-A0A5K4EZP6-F1-model_v4	AF-Q9H2K8-F1-model_v4	0.133	298	253	0	208	505	300	592	8.150E+00	18
AF-A0A5K4EZP6-F1-model_v4	AF-P07476-F1-model_v4	0.120	245	209	0	280	517	304	548	8.733E+00	17
AF-A0A5K4EZP6-F1-model_v4	AF-P07476-F1-model_v4	0.120	245	209	0	280	517	304	548	8.733E+00	17
AF-A0A5K4EZP6-F1-model_v4	AF-Q9Y6V0-F7-model_v4	0.143	294	227	0	224	517	471	736	3.321E+00	14
